question,answer,design_style
How would you like the room to look after the redesign?,"I want a rich details, symmetry, deep colors, and elegant furniture, but I think it should be boho_chic style.",boho_chic
Describe what style you want for the room.,rustic style,rustic
Tell me how you imagine the room should feel.,I want rough textures and bold industrial materials.,industrial
How would you like the room to look after the redesign?,"I want a monochrome colors, sleek furniture, and geometric shapes, but I think it should be industrial style.",industrial
What kind of design are you aiming for in this space?,scandinavian style,scandinavian
What kind of design are you aiming for in this space?,"I want a wood textures with a welcoming rustic vibe, but I think it should be industrial style.",industrial
What kind of design are you aiming for in this space?,"I want a monochrome colors, sleek furniture, and geometric shapes, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,"I want clean lines, glass and metal surfaces, functional layout.",modern
Tell me how you imagine the room should feel.,"I want layered textiles, lots of plants, and rich colors.",boho_chic
Tell me how you imagine the room should feel.,"I want a sharp edges, neutral palette, and modern lighting, but I think it should be industrial style.",industrial
What kind of design are you aiming for in this space?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,"I want a industrail design, something like raw concrete, exposed brick, and dark metal elements.",industrial
Tell me how you imagine the room should feel.,"I want a scandinavin design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
How would you like the room to look after the redesign?,"I want a modrn design, something like smooth surfaces with a minimalist and practical design.",modern
How would you like the room to look after the redesign?,"I want a rough textures and bold industrial materials, but I think it should be scandinavian style.",scandinavian
Tell me how you imagine the room should feel.,"I want a boho design, something like colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
Tell me how you imagine the room should feel.,"I want unfinished surfaces, visible pipes, and loft-style layout.",industrial
Describe what style you want for the room.,"I want a clean lines, glass and metal surfaces, functional layout, but I think it should be scandinavian style.",scandinavian
Tell me how you imagine the room should feel.,scandinavian room,scandinavian
Tell me how you imagine the room should feel.,"I want a scandinavin design, something like bright room with lots of natural light and soft textiles.",scandinavian
What kind of design are you aiming for in this space?,"I want a ornate decorations and balanced traditional layout, but I think it should be modern style.",modern
What kind of design are you aiming for in this space?,I want industrial,industrial
What kind of design are you aiming for in this space?,rustic room,rustic
What kind of design are you aiming for in this space?,I want classic,classic
Tell me how you imagine the room should feel.,"I want a rutsic design, something like vintage furniture, earthy tones, and homey atmosphere.",rustic
Describe what style you want for the room.,"I want unfinished surfaces, visible pipes, and loft-style layout.",industrial
What kind of design are you aiming for in this space?,"I want a ethnic fabrics, greenery, and artistic relaxed feeling, but I think it should be modern style.",modern
Tell me how you imagine the room should feel.,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be boho_chic style.",boho_chic
How would you like the room to look after the redesign?,I want classic,classic
Tell me how you imagine the room should feel.,industrial design,industrial
What kind of design are you aiming for in this space?,"I want a smooth surfaces with a minimalist and practical design, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,boho_chic room,boho_chic
How would you like the room to look after the redesign?,"I want a rustik design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
How would you like the room to look after the redesign?,"I want a wood textures with a welcoming rustic vibe, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,"I want a rustc design, something like wood textures with a welcoming rustic vibe.",rustic
What kind of design are you aiming for in this space?,I want smooth surfaces with a minimalist and practical design.,modern
Describe what style you want for the room.,I want ornate decorations and balanced traditional layout.,classic
Tell me how you imagine the room should feel.,classic room,classic
Tell me how you imagine the room should feel.,"I want a boho shik design, something like eclectic mix of patterns, rugs, and handmade decor.",boho_chic
Tell me how you imagine the room should feel.,"I want a rustc design, something like handcrafted details and nostalgic warm lighting.",rustic
